Id,Predicted
19701,"[   10    24    95   101   124   135   136   150   155   179   217   233
   235   236   243   248   270   271   277   282   285   307   321   354
   399   405   435   439   448   478   487   488   494   499   515   523
   574   624   654   657   663   684   692   729   768   772   775   793
   795   801   814   826   871   890   970  1000  1052  1055  1110  1119
  1170  1175  1246  1257  1296  1308  1329  1355  1379  1380  1404  1429
  1433  1449  1463  1477  1495  1514  1545  1553  1554  1573  1593  1596
  1601  1602  1613  1619  1633  1640  1652  1677  1682  1706  1713  1741
  1747  1758  1812  1819  1826  1853  1861  1868  1869  1870  1881  1884
  1890  1915  1967  1991  1995  1998  2029  2039  2092  2100  2101  2105
  2106  2110  2131  2132  2148  2174  2176  2177  2226  2228  2230  2248
  2263  2274  2295  2308  2311  2382  2419  2446  2462  2472  2485  2499
  2501  2502  2530  2565  2584  2591  2627  2671  2702  2711  2716  2752
  2790  2805  2828  2854  2871  2877  2906  2926  2932  2962  2973  2980
  3019  3023  3078  3089  3113  3127  3166  3190  3194  3198  3208  3212
  3237  3283  3293  3307  3311  3348  3349  3362  3381  3406  3408  3421
  3426  3493  3501  3505  3510  3524  3532  3558  3566  3571  3626  3643
  3644  3653  3660  3662  3676  3700  3701  3702  3703  3754  3757  3810
  3823  3852  3874  3892  3909  3911  3923  3972  3978  4006  4023  4034
  4039  4057  4062  4067  4077  4095  4185  4195  4211  4213  4250  4253
  4282  4284  4291  4307  4341  4354  4355  4366  4399  4425  4440  4442
  4456  4520  4525  4533  4543  4553  4555  4559  4626  4627  4649  4678
  4686  4697  4715  4725  4739  4742  4750  4756  4821  4827  4836  4840
  4865  4883  4938  4946  4965  4967  4976  4978  4989  5015  5020  5061
  5153  5154  5164  5165  5212  5213  5263  5271  5281  5284  5296  5302
  5314  5337  5360  5361  5365  5381  5395  5438  5447  5473  5481  5484
  5497  5500  5501  5519  5520  5521  5527  5529  5544  5560  5617  5634
  5679  5717  5776  5803  5804  5826  5840  5843  5858  5868  5878  5892
  5896  5926  5944  5949  5959  5960  5966  5974  5986  5987  5989  5992
  6027  6038  6049  6126  6137  6155  6159  6160  6203  6206  6216  6261
  6298  6330  6341  6344  6380  6407  6417  6429  6445  6452  6454  6467
  6468  6485  6567  6576  6588  6601  6622  6633  6636  6647  6664  6690
  6723  6731  6755  6756  6759  6763  6765  6770  6771  6779  6819  6825
  6850  6878  6906  6913  6942  6971  6991  6993  6998  7013  7017  7024
  7063  7076  7079  7109  7110  7123  7127  7153  7162  7164  7182  7193
  7216  7257  7285  7287  7291  7300  7301  7307  7315  7327  7328  7336
  7349  7426  7446  7449  7456  7463  7471  7487  7494  7498  7518  7519
  7525  7547  7551  7568  7613  7640  7652  7675  7713  7717  7727  7734
  7736  7746  7756  7772  7778  7873  7887  7896  7925  7949  7962  7982
  7989  8015  8023  8025  8058  8059  8066  8069  8078  8084  8093  8121
  8134  8141  8147  8154  8267  8283  8305  8343  8367  8381  8399  8427
  8445  8466  8468  8509  8519  8529  8539  8543  8585  8637  8670  8741
  8756  8761  8768  8776  8786  8826  8840  8841  8847  8893  8917  8951
  8957  8985  8999  9031  9052  9058  9071  9096  9097  9132  9133  9135
  9136  9150  9168  9170  9185  9196  9244  9248  9372  9474  9475  9490
  9522  9547  9554  9556  9570  9605  9611  9687  9720  9723  9747  9762
  9797  9806  9820  9823  9844  9855  9878  9901  9924  9965 10002]"
19702,[ 624 2584 3660 4525 8637 9185 9762]
19703,"[ 136  321  405  439  624  772 1052 1119 1170 1257 1355 1449 1554 1619
 1758 2106 2131 2176 2226 2230 2382 2502 2584 2805 2973 3113 3194 3237
 3348 3493 3501 3532 3644 3660 3757 3810 3923 4006 4095 4307 4442 4525
 4697 4739 4821 4989 5020 5271 5284 5302 5447 5484 5544 5843 5878 5892
 5926 5987 6038 6330 6679 6755 6756 6759 6765 6770 6779 6991 7024 7035
 7109 7285 7315 7456 7727 7778 7925 7989 8147 8283 8305 8367 8399 8468
 8509 8519 8637 8768 8840 8999 9031 9058 9185 9248 9522 9747 9762]"
19704,"[ 136  321  405  448  624  654  772 1052 1119 1170 1308 1449 1619 1998
 2106 2131 2176 2230 2382 2462 2584 2711 2716 2805 2906 2926 3194 3307
 3348 3421 3426 3493 3505 3643 3644 3660 4057 4307 4525 4543 4697 4739
 4821 4965 5020 5271 5284 5302 5447 5484 5544 5843 5878 5987 6038 6330
 6485 6755 6759 6765 6770 6779 6991 7024 7315 7456 7727 7778 7925 8025
 8147 8367 8468 8529 8637 8776 8840 8917 8980 9031 9185 9747 9762 9911]"
19705,"[ 405  439  624 2131 2226 2382 2584 3113 3348 3501 3660 3810 3978 4095
 4442 4525 4965 4967 5302 5484 5520 5892 5987 6298 6755 6770 6991 7285
 7456 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522
 9762]"
19706,[2584 3660 7778 8637]
19707,[3660 7778 8637]
19708,[3660 8637]
19709,[ 405  624 2584 3660 7778 8637 9762]
19710,[3660 7778 8637 9762]
19711,"[ 405  624 3348 3501 3660 3810 3978 4095 4525 5302 5892 6038 6298 6770
 6991 7727 7778 8468 8637 8840 9031 9185 9762]"
19712,[]
19713,[]
19714,[8637]
19715,"[ 405  624 2584 3348 3660 4525 5302 5484 5892 6991 7727 7778 8399 8468
 8637 9185 9762]"
19716,[]
19717,[2584 2973 3348 3660 7727 7778 8637]
19718,"[ 405  624 2584 3113 3348 3660 3978 4525 4965 5892 6991 7285 7456 7727
 7778 8468 8637 8917 9185 9522 9747 9762]"
19719,[]
19720,[]
19721,[ 624 2131 3660 6038 7778 9747 9762]
19722,[]
19723,[ 405 2584 3660 7778 8637 9762]
19724,[]
19725,"[ 285  448  624  772 1652 2584 3660 4442 4965 5302 5447 5544 5878 5892
 5987 6038 7456 7778 8147 8468 9522 9747 9762]"
19726,[]
19727,[]
19728,"[ 405  624 2131 2584 2973 3113 3348 3501 3660 4525 5302 5484 6991 7285
 7727 7778 8399 8509 8637 8840 9058 9185 9522 9762]"
19729,[]
19730,[7778]
19731,"[ 405  624  772 1170 1449 1758 1998 2106 2131 2176 2226 2230 2382 2502
 2584 2805 3113 3194 3348 3421 3493 3501 3532 3643 3644 3660 3810 4095
 4525 4739 4821 5271 5284 5302 5544 5843 5892 6038 6755 6759 6779 6991
 7315 7456 7727 7778 8147 8367 8399 8468 8509 8519 8637 9031 9058 9522
 9747 9762]"
19732,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 6991 7727 7778 8147 8399
 8637 9058 9522 9762]"
19733,"[ 405  439  624 2131 2382 2584 3113 3348 3493 3501 3660 3810 3978 4095
 4442 4525 4965 5302 5484 5892 6298 6755 6765 6991 7024 7285 7456 7727
 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9762]"
19734,[]
19735,"[ 405  439  624  772 2131 2382 2584 2932 3113 3237 3348 3501 3644 3660
 3810 3978 4095 4442 4525 4965 5302 5484 5520 5878 5892 5987 6038 6298
 6765 6770 6991 7024 7285 7456 7727 7778 8399 8468 8509 8637 8840 8917
 9031 9058 9185 9248 9522 9747 9762]"
19736,[]
19737,"[ 405  624 2584 3348 3660 3978 4095 4525 5302 5484 5892 6991 7727 7778
 8637 9185 9762]"
19738,"[ 405  439  624 1052 2131 2352 2382 2584 2932 3113 3237 3348 3493 3501
 3660 3810 3833 3978 4095 4442 4525 4883 4965 5302 5484 5520 5878 5892
 6038 6298 6755 6765 6770 6991 7024 7285 7727 7778 8399 8468 8509 8637
 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
19739,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 6038 6759 6991 7727 7778
 8399 8468 8509 8519 8637 9058 9185 9248 9522 9762]"
19740,"[ 321  405  439  624  772 1052 1119 1170 1355 1758 1881 2106 2131 2226
 2382 2502 2584 2932 3113 3237 3348 3421 3493 3501 3532 3644 3660 3810
 3833 3923 3978 4095 4442 4525 4739 4965 4967 5020 5284 5302 5484 5560
 5679 5843 5878 5892 5987 6038 6298 6755 6756 6759 6765 6770 6991 7024
 7285 7456 7727 7778 8147 8399 8468 8509 8585 8637 8840 9031 9058 9185
 9248 9522 9747 9762]"
19741,[ 624 6038 7778]
19742,[]
19743,[]
19744,"[ 321  405  624  772 1170 2106 2131 2226 2382 2584 2973 3113 3348 3501
 3660 3810 4525 5271 5302 5484 5892 5987 6038 6755 6991 7727 7778 8147
 8399 8509 8637 8840 9031 9058 9185 9522 9762]"
19745,[3978 8637]
19746,[]
19747,[ 405  624 2131 2584 3348 3660 5484 7727 7778 8468 9747 9762]
19748,"[ 405  624  772 2131 2584 3348 3501 3660 3810 4095 4525 4739 5302 5484
 5892 6038 6770 6991 7727 7778 8509 8637 9031 9185 9522 9747 9762]"
19749,"[ 405  624 1355 2131 2226 2382 2584 2973 3113 3237 3348 3501 3660 3810
 4095 4442 4525 4739 5020 5302 5484 5892 5987 6038 6770 6991 7024 7285
 7727 7778 8147 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522
 9747 9762]"
19750,"[ 405  624 2131 2226 2584 3113 3348 3660 4095 4525 5302 5484 5892 6038
 6991 7727 7778 8399 8468 8509 8637 9031 9058 9522 9762]"
19751,[ 405 2131 2584 3348 3660 4525 5302 5484 6991 7727 7778 8637 9522 9762]
19752,[ 405 2584 3348 3660 3978 4525 6298 6991 7727 7778 8637 9185 9762]
19753,"[ 121  124  136  155  236  277  285  321  405  439  448  488  499  624
  772 1052 1119 1170 1257 1308 1355 1392 1449 1554 1602 1619 1758 1869
 2106 2131 2176 2226 2230 2382 2502 2554 2584 2779 2828 2926 2932 2973
 3113 3237 3348 3408 3421 3493 3501 3510 3532 3644 3660 3757 3810 3833
 3923 3978 4057 4095 4284 4291 4442 4525 4543 4686 4697 4739 4742 4821
 4967 5020 5281 5284 5302 5360 5361 5447 5484 5519 5560 5634 5800 5843
 5878 5892 5926 5959 5966 5987 6038 6273 6330 6588 6647 6664 6679 6755
 6756 6759 6765 6770 6779 6878 6991 7024 7032 7035 7109 7285 7300 7301
 7315 7456 7508 7727 7778 7873 7925 7982 7989 8069 8084 8147 8305 8367
 8399 8468 8509 8519 8585 8637 8768 8841 9031 9058 9071 9170 9185 9248
 9522 9547 9556 9747 9762 9974]"
19754,"[ 405  624  772 2584 3348 3501 3660 3978 4095 4525 5302 5892 6991 7727
 7778 8399 8637 9185 9762]"
19755,[ 405 4525 8637]
19756,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 6991 7727 7778 8637 9058
 9522 9762]"
19757,"[ 405  624 2584 3348 3660 3810 3978 4095 4525 5302 5484 5892 6991 7727
 7778 8637 9058 9185 9762]"
19758,[ 405 8637]
19759,"[ 248  285  321  405  439  448  487  624  772  795 1052 1119 1170 1257
 1308 1449 1553 1619 1758 1881 1967 2106 2131 2176 2226 2230 2382 2462
 2502 2584 2711 2926 3113 3307 3311 3348 3381 3408 3493 3501 3510 3532
 3643 3644 3660 3810 3923 4006 4057 4095 4291 4307 4442 4525 4543 4697
 4739 4742 4821 4883 4965 4967 5020 5154 5284 5302 5361 5447 5484 5497
 5519 5544 5826 5843 5858 5878 5892 5926 5987 6038 6380 6588 6647 6755
 6756 6759 6765 6770 6779 6991 7182 7285 7315 7456 7727 7778 7925 8147
 8283 8367 8399 8468 8509 8637 8786 9031 9185 9248 9747 9762 9901]"
19760,"[ 405  624 2584 3348 3660 3810 3978 4095 4525 4965 5302 5484 5892 6298
 6991 7727 7778 8399 8468 8509 8637 9185 9248 9762]"
19761,"[ 405 2584 3348 3660 3978 4442 4525 5484 5892 6298 6991 7727 7778 8399
 8637 9185 9762]"
19762,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 6991 7727 7778 8637 9185
 9522 9762]"
19763,[]
19764,"[ 405  439  624 2106 2584 2932 3113 3348 3501 3660 3810 3978 4095 4442
 4525 4965 5302 5484 5520 5892 6298 6991 7024 7285 7727 7778 8399 8468
 8509 8637 8840 8917 9058 9185 9248 9522 9762]"
19765,[]
19766,"[ 405  624 1355 2131 2584 2973 3113 3348 3660 4525 5302 5484 5987 6038
 6991 7727 7778 8147 8399 8509 8519 8637 8840 9058 9185 9522 9762]"
19767,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 6991 7727 7778 8637 9185
 9522 9762]"
19768,[]
19769,[]
19770,"[ 405  624 2106 2131 2584 3113 3348 3660 4525 5302 5484 6755 6991 7727
 7778 8399 8637 9031 9058 9185 9522 9762]"
19771,"[ 405  624 2584 3660 4442 4525 4965 5302 5484 5878 6038 6991 7778 8399
 8468 9185 9248 9747 9762]"
19772,"[ 405  624 2584 3348 3660 4525 5302 5484 5892 6991 7727 7778 8399 8509
 8637 9185 9248 9762]"
19773,[]
19774,[8637]
19775,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 6991 7727 7778 8637 9185
 9522 9762]"
19776,"[ 285  405  439  624  772 1170 1449 1619 1881 2131 2226 2382 2502 2584
 2702 2711 3113 3237 3311 3348 3362 3408 3421 3493 3501 3532 3643 3644
 3660 3810 3923 3978 4006 4057 4095 4291 4442 4525 4739 4821 4965 4967
 5015 5020 5284 5302 5484 5544 5843 5858 5878 5892 5987 6038 6588 6664
 6755 6759 6765 6770 6991 7285 7315 7456 7727 7778 8134 8147 8399 8468
 8509 8637 8917 9031 9058 9185 9248 9522 9556 9747 9762]"
19777,[ 405  624 2584 3660 5302 7778 8468 9762]
19778,[]
19779,"[ 405  624 1355 2131 2584 2973 3113 3348 3501 3660 4525 4739 5271 5302
 5484 5544 5987 6038 6991 7727 7778 8147 8399 8509 8637 8840 9058 9185
 9522 9762]"
19780,"[ 405  624 2131 2584 3348 3660 4525 5302 5484 5987 7727 7778 8637 8840
 9058 9185 9522 9762]"
19781,"[ 321  405  624 1170 2131 2584 2973 3113 3348 3660 5302 5484 6991 7727
 7778 8399 8637 9058 9185 9522 9762]"
19782,"[ 405 2106 2131 2584 3113 3348 3501 3660 4525 5302 5484 7727 7778 8399
 8509 8637 9185 9762]"
19783,"[ 405  624  772 2226 2502 2584 3113 3348 3501 3660 3978 4095 4525 4965
 5271 5284 5302 5544 5892 6038 6991 7456 7727 7778 8147 8399 8468 8509
 8637 9058 9185 9248 9522 9747 9762]"
19784,[]
19785,[4525 7778 8637]
19786,"[ 405  624 2131 2584 3348 3660 5302 6038 6991 7727 7778 8637 9185 9747
 9762]"
19787,"[ 121  124  136  155  236  248  265  285  321  405  439  448  487  488
  499  624  772 1052 1119 1170 1257 1308 1355 1379 1392 1449 1463 1545
 1554 1602 1619 1758 1869 1890 2106 2131 2176 2226 2230 2382 2419 2502
 2554 2584 2627 2828 2926 2932 2973 3113 3198 3237 3307 3348 3408 3421
 3426 3493 3501 3510 3524 3532 3643 3644 3660 3757 3810 3833 3874 3923
 3978 4057 4067 4095 4155 4284 4291 4307 4442 4525 4543 4686 4697 4739
 4742 4821 4967 4989 5020 5154 5271 5281 5284 5302 5360 5361 5447 5484
 5497 5519 5560 5634 5800 5826 5843 5878 5892 5926 5959 5966 5974 5987
 6038 6126 6203 6273 6330 6380 6588 6647 6664 6679 6755 6756 6759 6765
 6770 6779 6878 6991 7013 7024 7032 7035 7109 7285 7300 7301 7315 7456
 7508 7551 7727 7746 7778 7873 7925 7962 7982 7989 8069 8084 8134 8147
 8283 8305 8367 8399 8468 8509 8519 8585 8637 8670 8768 8786 8841 8985
 9031 9058 9071 9170 9185 9248 9522 9547 9556 9723 9747 9762 9806 9976]"
19788,"[ 405  439  624  772 1170 1355 1881 2106 2131 2226 2382 2502 2584 2973
 3113 3348 3421 3493 3501 3532 3660 3810 3833 3978 4095 4442 4525 4739
 4967 5271 5302 5484 5520 5892 5987 6038 6298 6755 6756 6765 6770 6991
 7285 7727 7778 8147 8399 8468 8509 8585 8637 8840 9031 9058 9185 9248
 9522 9762]"
19789,"[ 405  439  624  772 1119 1170 1449 2106 2131 2176 2226 2230 2382 2462
 2502 2584 2711 2805 3113 3194 3348 3421 3493 3501 3532 3644 3660 3810
 4057 4095 4525 4739 4821 4965 5271 5284 5302 5544 5892 6038 6755 6765
 6770 6991 7285 7315 7456 7727 7778 7925 8147 8283 8367 8399 8468 8509
 8519 8637 9031 9058 9747 9762]"
19790,[]
19791,[]
19792,[8637]
19793,[ 405 2131 2584 3348 3660 5484 6991 7727 7778 8399 8637 9185 9522 9762]
19794,[ 405 3660 4525 7778 8637 9762]
19795,[ 405  624 2584 3660 4525 5302 6991 7778 8468 8637 9185 9248]
19796,[4525 7778]
19797,[8637]
19798,[]
19799,[ 405 2584 3348 3660 4525 7727 8637 9185 9762]
19800,[ 405 3348 3660 6991 7727 7778 8637]
19801,"[ 285  405  523  624 1052 1119 1652 2382 2584 2591 2716 3113 3237 3348
 3660 3833 4442 4883 4965 5020 5030 5302 5484 5878 5892 5987 6038 6049
 6770 6991 7285 7456 7727 7772 7778 7925 8084 8147 8468 8585 8637 8768
 8917 9031 9248 9522 9747 9762]"
19802,"[ 405  439  624  772 1170 1355 1881 2106 2131 2226 2382 2502 2584 2805
 2973 3113 3348 3421 3493 3501 3532 3643 3660 3810 3833 3978 4095 4213
 4442 4525 4739 4965 4967 5015 5165 5271 5284 5302 5484 5520 5544 5892
 5987 6038 6049 6298 6664 6755 6756 6765 6770 6971 6991 7024 7054 7285
 7456 7727 7778 8147 8399 8445 8468 8509 8519 8585 8637 8840 8917 8951
 8999 9031 9058 9185 9248 9522 9762]"
19803,"[ 405  624 2584 3348 3501 3660 3810 3978 4095 4442 4525 4965 5484 5892
 6298 6991 7285 7727 7778 8399 8468 8637 9058 9185 9248 9762]"
19804,[ 405 3660 6991 7778 8637]
19805,[3660 7778]
19806,"[ 321  405  439  448  624  772 1119 1170 1449 1758 1998 2131 2176 2226
 2230 2382 2502 2584 2711 2805 3113 3194 3348 3493 3501 3532 3644 3660
 3810 4057 4095 4525 4739 4821 5020 5271 5284 5302 5484 5544 5843 5878
 5892 5987 6038 6203 6755 6765 6770 6779 6991 7315 7456 7727 7778 7925
 8147 8367 8399 8468 8519 8637 9031 9058 9747 9762]"
19807,[ 321  405 2131 2584 3348 3660 5484 6991 7727 7778 8637 9185 9522 9762]
19808,"[ 405  624 2131 2584 3348 3660 3810 3978 4095 4525 5302 5484 5520 5892
 6991 7727 7778 8468 8637 9058 9185 9248 9762]"
19809,"[ 405  624  772 2131 2584 3348 3660 3810 3978 4095 4525 5302 5484 5892
 6991 7727 7778 8509 8637 9185 9248 9762]"
19810,[]
19811,[ 405 3660 6991 8637]
19812,"[ 405  439  624  772 1052 1119 1170 1257 1308 1449 1758 2106 2131 2176
 2226 2230 2382 2462 2502 2584 2711 2805 2926 3113 3307 3348 3421 3493
 3501 3532 3644 3660 3810 3923 4095 4442 4525 4543 4739 4821 4989 5020
 5271 5302 5484 5544 5843 5858 5892 5987 6038 6588 6755 6765 6770 6779
 6991 7024 7315 7456 7727 7778 7925 8399 8468 8509 8519 8637 9031 9185
 9747 9762]"
19813,[]
19814,"[ 405  624  772 2131 2382 2584 3113 3348 3501 3660 3810 3978 4095 4442
 4525 4967 5302 5484 5520 5892 6298 6991 7024 7285 7727 7778 8399 8468
 8509 8637 8840 9031 9058 9185 9248 9522 9762]"
19815,"[ 405  624 2131 2584 2973 3113 3348 3501 3532 3660 4095 4525 4739 5302
 5484 5892 6038 6755 6991 7727 7778 8147 8399 8468 8509 8519 8637 8917
 9031 9058 9185 9522 9762]"
19816,[]
19817,[ 405 8637]
19818,[ 405 2584 3660 4525 5484 6991 7727 7778 8637 9185 9762]
19819,"[ 405  439  624 2131 2382 2584 3113 3348 3660 3810 3978 4095 4442 4525
 4883 4965 5302 5484 5520 5892 5987 6770 6991 7024 7285 7456 7727 7778
 8399 8468 8509 8637 8917 9031 9058 9185 9248 9522 9762]"
19820,"[ 405  624 1119 2382 2584 3237 3348 3660 3810 4095 4442 4525 4883 4965
 5030 5302 5484 5892 6038 6770 6991 7024 7285 7456 7727 7778 8399 8468
 8637 8917 9031 9058 9185 9248 9762]"
19821,[]
19822,[ 405 2584 3660 4525 5302 5484 6991 7727 7778 8637 9185 9762]
19823,"[ 405  624 2584 3660 3978 4525 5302 5484 5892 6991 7727 7778 8637 9185
 9762]"
19824,[3660 7778 8399 8637 9762]
19825,[]
19826,[8637]
19827,"[   11    24    95   118   121   136   155   217   233   235   236   248
   255   277   282   285   321   353   354   405   435   439   448   487
   488   494   499   523   570   574   624   654   657   768   772   775
   795   799   826   871   890  1000  1052  1068  1077  1110  1119  1170
  1257  1308  1329  1355  1429  1433  1434  1449  1463  1477  1495  1503
  1514  1545  1553  1554  1573  1593  1602  1619  1633  1652  1677  1713
  1725  1747  1758  1801  1853  1868  1869  1870  1874  1881  1890  1915
  1967  1982  1995  2029  2101  2106  2110  2131  2148  2176  2183  2226
  2230  2274  2308  2352  2382  2419  2446  2462  2499  2501  2502  2530
  2565  2584  2591  2627  2647  2702  2711  2749  2752  2805  2823  2828
  2834  2854  2871  2884  2906  2926  2932  2962  3019  3078  3113  3194
  3208  3237  3283  3293  3307  3311  3348  3349  3362  3381  3406  3408
  3421  3426  3427  3493  3501  3505  3510  3513  3524  3532  3571  3582
  3626  3643  3644  3653  3660  3676  3701  3703  3742  3757  3810  3823
  3833  3852  3874  3909  3911  3923  3925  3978  3994  4006  4023  4057
  4062  4067  4095  4195  4211  4213  4284  4291  4307  4341  4354  4366
  4399  4440  4442  4456  4520  4525  4533  4543  4553  4555  4574  4591
  4627  4686  4697  4715  4725  4739  4742  4756  4821  4827  4883  4965
  4967  4977  4989  5015  5020  5030  5061  5154  5165  5200  5212  5213
  5271  5281  5284  5302  5337  5361  5365  5413  5447  5481  5484  5497
  5519  5520  5521  5544  5555  5560  5617  5634  5678  5679  5776  5798
  5826  5843  5858  5868  5878  5892  5925  5926  5959  5960  5986  5987
  5989  5992  6027  6038  6049  6107  6137  6159  6162  6203  6298  6330
  6429  6454  6567  6588  6601  6636  6647  6664  6690  6755  6756  6759
  6765  6770  6771  6779  6878  6899  6942  6971  6991  6993  6998  7013
  7017  7024  7032  7054  7057  7076  7079  7109  7162  7164  7182  7285
  7287  7300  7301  7307  7315  7327  7328  7336  7349  7367  7415  7426
  7446  7449  7456  7471  7494  7498  7508  7518  7519  7547  7551  7568
  7640  7652  7717  7722  7727  7736  7772  7778  7873  7887  7949  7962
  7989  8015  8025  8059  8066  8069  8078  8084  8093  8121  8134  8147
  8175  8267  8283  8305  8343  8358  8367  8381  8399  8460  8468  8509
  8519  8585  8637  8670  8741  8756  8768  8776  8786  8840  8841  8847
  8910  8917  8951  8980  8985  8999  9020  9031  9058  9083  9132  9135
  9150  9170  9185  9196  9228  9248  9276  9450  9514  9522  9554  9556
  9570  9605  9611  9614  9747  9761  9762  9806  9844  9855  9878  9901
  9974 10002]"
19828,"[ 405  624  772 2131 2382 2584 3113 3348 3501 3660 3810 3978 4095 4442
 4525 4965 4967 5302 5484 5892 5987 6038 6298 6991 7285 7727 7778 8399
 8509 8637 8840 9031 9058 9185 9248 9522 9762]"
19829,[ 405 8637]
19830,"[ 405  624  772 2131 2382 2584 3113 3348 3501 3660 3810 3978 4095 4442
 4525 4965 4967 5302 5484 5892 6038 6298 6991 7024 7285 7727 7778 8399
 8468 8509 8637 8840 9058 9185 9248 9762]"
19831,[]
19832,"[ 405  439  624 2106 2131 2584 2973 3113 3237 3348 3501 3532 3660 3810
 3978 4095 4442 4525 4739 5302 5484 5520 5544 5892 6038 6298 6755 6765
 6991 7024 7285 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185
 9248 9522 9747 9762]"
19833,"[ 405  624 2131 2382 2584 2711 3348 3660 3810 4095 4442 4525 4965 5302
 5484 5892 5987 6038 6770 6991 7024 7285 7456 7727 7778 8399 8468 8637
 8917 9031 9248 9522 9747 9762]"
19834,"[ 405  624 2382 2584 3348 3660 4095 4442 4525 4965 5302 5484 5892 5987
 6759 6770 6991 7285 7727 7778 8399 8468 8509 8637 8917 9031 9058 9185
 9248 9522 9762]"
19835,[ 405 3660 4525 8637 9762]
19836,[ 405 8637]
19837,"[ 405  624  772 1052 1677 1758 2106 2176 2226 2502 2584 2805 2926 2962
 3113 3237 3348 3408 3501 3532 3660 4095 4291 4525 4697 4965 5020 5271
 5284 5302 5447 5843 5858 5878 5892 5987 6038 6298 6765 6770 6991 7328
 7456 7727 7778 8147 8399 8468 8637 9031 9185 9747 9762 9901]"
19838,[ 405  624 2584 3348 3660 5302 5987 6038 7778 8637 9762]
19839,[]
19840,[]
19841,[ 405 6991 8637]
19842,"[ 405  624 1170 2131 2584 2973 3113 3348 3660 4525 5271 5302 5484 6038
 6755 6991 7727 7778 8147 8399 8509 8637 9058 9185 9522 9762]"
19843,[2584 3660 7778]
19844,[ 405 3660 4525 6991 7778 8637 9185]
19845,"[ 405  624  772  795 1553 1677 1967 2226 2502 2805 2962 3113 3348 3408
 3501 3532 3644 3660 4095 4442 4525 4739 4965 5020 5271 5284 5302 5447
 5544 5843 5858 5878 5892 5987 6038 6779 6991 7456 7727 7778 8147 8399
 8468 8637 9185 9747 9762 9901]"
19846,"[ 405  439  624  772 1355 2131 2352 2382 2584 2932 3113 3237 3348 3421
 3493 3501 3532 3643 3660 3810 3978 4095 4442 4525 4739 4965 4967 5030
 5284 5302 5484 5520 5892 5987 6038 6298 6755 6770 6991 7024 7285 7456
 7727 7778 8399 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9747
 9762]"
19847,[ 405 2131 2584 3348 3660 6991 7727 7778 8637 9522 9762]
19848,[]
19849,"[ 405  624 2131 2584 3113 3348 3660 5302 5484 6991 7727 7778 8637 9058
 9185 9522 9762]"
